#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
HANIFL_01175,176279.SERP1025,0,1772,"COG0847@1|root,COG1199@1|root,COG0847@2|Bacteria,COG1199@2|Bacteria,1TQHQ@1239|Firmicutes,4HB2Y@91061|Bacilli,4GXEW@90964|Staphylococcaceae",91061|Bacilli,L,helicase involved in DNA repair and perhaps also replication,dinG,"GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008408,GO:0009058,GO:0009059,GO:0009360,GO:0009987,GO:0016787,GO:0016788,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0042575,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0044776,GO:0045004,GO:0045005,GO:0046483,GO:0050896,GO:0051716,GO:0061695,GO:0071704,GO:0090304,GO:0090305,GO:1901360,GO:1901576,GO:1902494,GO:1990234",3.6.4.12,ko:K03722,-,-,-,-,"ko00000,ko01000,ko03400",-,-,-,"DEAD,Helicase_C_2,RNase_T,ResIII"
HANIFL_01180,176279.SERP1024,0,872,"COG0017@1|root,COG0017@2|Bacteria,1TP38@1239|Firmicutes,4H9YH@91061|Bacilli,4GXSF@90964|Staphylococcaceae",91061|Bacilli,J,asparaginyl-tRNA,asnS,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",6.1.1.22,ko:K01893,"ko00970,map00970","M00359,M00360",R03648,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,-,"tRNA-synt_2,tRNA_anti-codon"
HANIFL_01185,176279.SERP1023,6.36E-161,451,"COG3935@1|root,COG3935@2|Bacteria,1V283@1239|Firmicutes,4HFP3@91061|Bacilli,4GXE2@90964|Staphylococcaceae",91061|Bacilli,L,replication protein DnaD,dnaD,-,-,ko:K02086,-,-,-,-,ko00000,-,-,-,"DnaB_2,HTH_36"
HANIFL_01190,176279.SERP1022,1.30E-160,449,"COG0177@1|root,COG0177@2|Bacteria,1TRAK@1239|Firmicutes,4HATD@91061|Bacilli,4GX2K@90964|Staphylococcaceae",91061|Bacilli,L,"DNA repair enzyme that has both DNA N-glycosylase activity and AP-lyase activity. The DNA N-glycosylase activity releases various damaged pyrimidines from DNA by cleaving the N- glycosidic bond, leaving an AP (apurinic apyrimidinic) site. The AP-lyase activity cleaves the phosphodiester bond 3' to the AP site by a beta-elimination, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate",nth,-,4.2.99.18,ko:K10773,"ko03410,map03410",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"EndIII_4Fe-2S,HhH-GPD"
HANIFL_01195,176279.SERP1021,9.35E-74,221,"2CJZR@1|root,2ZTF8@2|Bacteria,1W33I@1239|Firmicutes,4I03A@91061|Bacilli,4GZTC@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HANIFL_01200,176279.SERP1020,0,1358,"COG0744@1|root,COG0744@2|Bacteria,1TPM5@1239|Firmicutes,4H9SA@91061|Bacilli,4GXVF@90964|Staphylococcaceae",91061|Bacilli,M,Penicillin-binding protein,ponA,"GO:0005575,GO:0005576","2.4.1.129,3.4.16.4",ko:K05366,"ko00550,ko01100,ko01501,map00550,map01100,map01501",-,-,-,"ko00000,ko00001,ko01000,ko01003,ko01011",-,GT51,-,"Transgly,Transpeptidase,fn3"
HANIFL_01205,176279.SERP1019,1.78E-153,430,"COG3331@1|root,COG3331@2|Bacteria,1V3S4@1239|Firmicutes,4HGZ7@91061|Bacilli,4GYF6@90964|Staphylococcaceae",91061|Bacilli,L,"Endonuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves mobile four-strand junctions by introducing symmetrical nicks in paired strands. Promotes annealing of linear ssDNA with homologous dsDNA. Required for DNA repair, homologous recombination and chromosome segregation",recU,"GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360",-,ko:K03700,-,-,-,-,"ko00000,ko03400",-,-,-,RecU
HANIFL_01210,176279.SERP1018,6.58E-74,221,"2C8E7@1|root,32RKZ@2|Bacteria,1VIES@1239|Firmicutes,4HQCY@91061|Bacilli,4GZYK@90964|Staphylococcaceae",91061|Bacilli,S,Bacterial domain of unknown function (DUF1798),-,-,-,-,-,-,-,-,-,-,-,-,DUF1798
HANIFL_01215,176279.SERP1017,5.19E-138,389,"COG4474@1|root,COG4474@2|Bacteria,1V6SM@1239|Firmicutes,4HJGM@91061|Bacilli,4GY3S@90964|Staphylococcaceae",91061|Bacilli,S,Belongs to the UPF0398 family,ypsA,-,-,-,-,-,-,-,-,-,-,-,DUF1273
HANIFL_01220,176279.SERP1016,4.78E-68,206,"COG3599@1|root,COG3599@2|Bacteria,1VEQ4@1239|Firmicutes,4HNP1@91061|Bacilli,4GZ4F@90964|Staphylococcaceae",91061|Bacilli,D,"Divisome component that associates with the complex late in its assembly, after the Z-ring is formed, and is dependent on DivIC and PBP2B for its recruitment to the divisome. Together with EzrA, is a key component of the system that regulates PBP1 localization during cell cycle progression. Its main role could be the removal of PBP1 from the cell pole after pole maturation is completed. Also contributes to the recruitment of PBP1 to the division complex. Not essential for septum formation",gpsB,-,-,-,-,-,-,-,-,-,-,-,DivIVA
HANIFL_01230,176279.SERP1015,3.41E-279,762,"COG0116@1|root,COG0116@2|Bacteria,1TP0X@1239|Firmicutes,4HBKY@91061|Bacilli,4GY61@90964|Staphylococcaceae",91061|Bacilli,L,Belongs to the methyltransferase superfamily,ypsC,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0008990,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036265,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070043,GO:0070475,GO:0070476,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360",-,ko:K07444,-,-,-,-,"ko00000,ko01000",-,-,-,"THUMP,UPF0020"
HANIFL_01235,176279.SERP1014,1.77E-150,423,"COG0702@1|root,COG0702@2|Bacteria,1UJSC@1239|Firmicutes,4HGYK@91061|Bacilli,4GXPF@90964|Staphylococcaceae",91061|Bacilli,GM,NAD(P)H-binding,-,-,-,-,-,-,-,-,-,-,-,-,NAD_binding_10
HANIFL_01240,176279.SERP1013,0,2187,"COG0699@1|root,COG0699@2|Bacteria,1TR0Q@1239|Firmicutes,4HBAC@91061|Bacilli,4GXGK@90964|Staphylococcaceae",91061|Bacilli,S,Dynamin family,-,-,-,-,-,-,-,-,-,-,-,-,Dynamin_N
HANIFL_01245,176279.SERP1012,1.73E-215,594,"COG0258@1|root,COG0258@2|Bacteria,1TQ05@1239|Firmicutes,4H9UW@91061|Bacilli,4GWXE@90964|Staphylococcaceae",91061|Bacilli,L,5'-3' exonuclease,ypcP,-,-,-,-,-,-,-,-,-,-,-,"5_3_exonuc,5_3_exonuc_N"
HANIFL_01250,176279.SERP1011,0,11924,"COG1196@1|root,COG1511@1|root,COG4372@1|root,COG1196@2|Bacteria,COG1511@2|Bacteria,COG4372@2|Bacteria,1VHEE@1239|Firmicutes,4HPXW@91061|Bacilli,4GXN4@90964|Staphylococcaceae",91061|Bacilli,D,interspecies interaction between organisms,ebh,-,-,-,-,-,-,-,-,-,-,-,"DUF1542,FIVAR,GA,Rib,YSIRK_signal"
HANIFL_01255,525378.HMPREF0793_2189,0,1204,"COG1196@1|root,COG1511@1|root,COG1196@2|Bacteria,COG1511@2|Bacteria,1VHEE@1239|Firmicutes,4HPXW@91061|Bacilli,4GXN4@90964|Staphylococcaceae",91061|Bacilli,D,interspecies interaction between organisms,ebh,-,-,-,-,-,-,-,-,-,-,-,"DUF1542,FIVAR,GA,Rib,YSIRK_signal"
HANIFL_01260,525378.HMPREF0793_2189,0,1524,"COG1196@1|root,COG1511@1|root,COG1196@2|Bacteria,COG1511@2|Bacteria,1VHEE@1239|Firmicutes,4HPXW@91061|Bacilli,4GXN4@90964|Staphylococcaceae",91061|Bacilli,D,interspecies interaction between organisms,ebh,-,-,-,-,-,-,-,-,-,-,-,"DUF1542,FIVAR,GA,Rib,YSIRK_signal"
HANIFL_01270,176279.SERP1010,3.51E-88,259,"COG0328@1|root,COG0328@2|Bacteria,1VE23@1239|Firmicutes,4HKXV@91061|Bacilli,4GZ6A@90964|Staphylococcaceae",91061|Bacilli,L,Cell wall enzyme EbsB,rnhA,-,3.1.26.4,ko:K03469,"ko03030,map03030",-,-,-,"ko00000,ko00001,ko01000,ko03032",-,-,-,RVT_3
HANIFL_01275,176279.SERP1009,1.32E-156,440,"COG1738@1|root,COG1738@2|Bacteria,1TSAY@1239|Firmicutes,4HB9T@91061|Bacilli,4GXMU@90964|Staphylococcaceae",91061|Bacilli,S,"Involved in the import of queuosine (Q) precursors, required for Q precursor salvage",ypdP,-,-,ko:K09125,-,-,-,-,ko00000,-,-,-,Vut_1
HANIFL_01280,176279.SERP1007,1.35E-55,173,"COG1413@1|root,COG1413@2|Bacteria,1VG5Z@1239|Firmicutes,4HP2U@91061|Bacilli,4GZS1@90964|Staphylococcaceae",91061|Bacilli,C,Scaffold protein Nfu/NifU N terminal,-,-,-,-,-,-,-,-,-,-,-,-,Nfu_N
HANIFL_01285,176279.SERP1006,5.61E-101,292,"28NYH@1|root,30YIF@2|Bacteria,1V4VH@1239|Firmicutes,4HHSR@91061|Bacilli,4GYXU@90964|Staphylococcaceae",91061|Bacilli,S,Belongs to the UPF0403 family,-,-,-,-,-,-,-,-,-,-,-,-,Disulph_isomer
HANIFL_01290,176279.SERP1005,3.50E-230,636,"COG0577@1|root,COG0577@2|Bacteria,1TWFZ@1239|Firmicutes,4H9RQ@91061|Bacilli,4GXXZ@90964|Staphylococcaceae",91061|Bacilli,V,ABC transporter (permease),yxeA,-,-,ko:K02004,-,M00258,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,"FtsX,MacB_PCD"
HANIFL_01295,176279.SERP1004,1.55E-148,419,"COG1136@1|root,COG1136@2|Bacteria,1TQP5@1239|Firmicutes,4HBXK@91061|Bacilli,4GXJ7@90964|Staphylococcaceae",91061|Bacilli,V,"ABC transporter, ATP-binding protein",lolD,-,-,"ko:K02003,ko:K09814","ko02010,map02010","M00257,M00258",-,-,"ko00000,ko00001,ko00002,ko01000,ko02000",3.A.1,-,-,ABC_tran
HANIFL_01300,176279.SERP1003,1.21E-244,670,"COG0207@1|root,COG0207@2|Bacteria,1TSIR@1239|Firmicutes,4H9QS@91061|Bacilli,4GXPV@90964|Staphylococcaceae",91061|Bacilli,F,"Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by-product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis",thyA,-,2.1.1.45,ko:K00560,"ko00240,ko00670,ko01100,ko01523,map00240,map00670,map01100,map01523",M00053,R02101,"RC00219,RC00332","ko00000,ko00001,ko00002,ko01000",-,-,-,Thymidylat_synt
HANIFL_01305,176279.SERP1002,1.05E-117,336,"COG0262@1|root,COG0262@2|Bacteria,1VB80@1239|Firmicutes,4HIGJ@91061|Bacilli,4GYCK@90964|Staphylococcaceae",91061|Bacilli,H,"Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis",folA,-,1.5.1.3,ko:K00287,"ko00670,ko00790,ko01100,ko01523,map00670,map00790,map01100,map01523","M00126,M00840","R00936,R00937,R00939,R00940,R02235,R02236,R11765","RC00109,RC00110,RC00158","ko00000,ko00001,ko00002,ko01000",-,-,-,DHFR_1
HANIFL_01310,176279.SERP1001,1.83E-196,545,"COG1307@1|root,COG1307@2|Bacteria,1TRZ4@1239|Firmicutes,4HBR8@91061|Bacilli,4GXGX@90964|Staphylococcaceae",91061|Bacilli,S,DegV family,degV,-,-,-,-,-,-,-,-,-,-,-,DegV
HANIFL_01315,176279.SERP1000,2.62E-129,366,"COG0225@1|root,COG0225@2|Bacteria,1TQ3E@1239|Firmicutes,4HAIV@91061|Bacilli,4GXZT@90964|Staphylococcaceae",91061|Bacilli,O,Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine,msrA,-,"1.8.4.11,1.8.4.12","ko:K07304,ko:K12267",-,-,-,-,"ko00000,ko01000",-,-,-,PMSR
HANIFL_01320,176279.SERP0999,3.82E-104,300,"COG0229@1|root,COG0229@2|Bacteria,1UPN0@1239|Firmicutes,4HGWN@91061|Bacilli,4GYYX@90964|Staphylococcaceae",91061|Bacilli,O,peptide methionine sulfoxide reductase,msrB,-,1.8.4.12,ko:K07305,-,-,-,-,"ko00000,ko01000",-,-,-,SelR
HANIFL_01325,176279.SERP0998,8.20E-113,324,"COG2190@1|root,COG2190@2|Bacteria,1VAEB@1239|Firmicutes,4HIPR@91061|Bacilli,4GXVK@90964|Staphylococcaceae",91061|Bacilli,G,PTS system,crr,-,-,ko:K02777,"ko00010,ko00500,ko00520,ko02026,ko02060,ko05111,map00010,map00500,map00520,map02026,map02060,map05111","M00265,M00266,M00268,M00270,M00272,M00303,M00806","R02738,R02780,R04111,R04394,R05132,R08559","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000",4.A.1.1.1,-,-,"PTS_EIIA_1,PTS_EIIB"
HANIFL_01330,176279.SERP0997,2.98E-49,156,"COG4479@1|root,COG4479@2|Bacteria,1VMPX@1239|Firmicutes,4I708@91061|Bacilli,4GZP9@90964|Staphylococcaceae",91061|Bacilli,S,Belongs to the UPF0346 family,-,-,-,-,-,-,-,-,-,-,-,-,YozE_SAM_like
HANIFL_01335,176280.SE_1113,0,944,"COG0793@1|root,COG0793@2|Bacteria,1TPBI@1239|Firmicutes,4HAKE@91061|Bacilli,4GXTH@90964|Staphylococcaceae",91061|Bacilli,M,Belongs to the peptidase S41A family,ctpA,-,3.4.21.102,ko:K03797,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,"PDZ,PDZ_2,PG_binding_1,Peptidase_S41"
HANIFL_01340,176279.SERP0994,1.47E-120,343,"COG0454@1|root,COG0456@2|Bacteria,1VCVY@1239|Firmicutes,4IS59@91061|Bacilli,4GYE1@90964|Staphylococcaceae",91061|Bacilli,K,Acetyltransferase,-,-,-,-,-,-,-,-,-,-,-,-,"Acetyltransf_1,Acetyltransf_10"
HANIFL_01345,176279.SERP0993,2.69E-254,697,"COG0707@1|root,COG0707@2|Bacteria,1TQFT@1239|Firmicutes,4HBAQ@91061|Bacilli,4GY2Q@90964|Staphylococcaceae",91061|Bacilli,M,Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II),murG,-,2.4.1.227,ko:K02563,"ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112",-,"R05032,R05662","RC00005,RC00049","ko00000,ko00001,ko01000,ko01011",-,GT28,-,"Glyco_tran_28_C,Glyco_transf_28"
HANIFL_01355,176280.SE_1109,2.41E-135,384,"COG0671@1|root,COG0671@2|Bacteria,1VF2U@1239|Firmicutes,4HNXR@91061|Bacilli,4GY8I@90964|Staphylococcaceae",91061|Bacilli,I,acid phosphatase family protein,pgpB3,-,3.6.1.27,ko:K19302,"ko00550,map00550",-,R05627,RC00002,"ko00000,ko00001,ko01000,ko01011",-,-,-,PAP2
HANIFL_01360,176280.SE_1108,3.07E-263,721,"COG3842@1|root,COG3842@2|Bacteria,1TP2M@1239|Firmicutes,4HAMQ@91061|Bacilli,4H1CS@90964|Staphylococcaceae",91061|Bacilli,P,ABC transporter,msmK,-,-,ko:K10112,"ko02010,map02010","M00194,M00196,M00197,M00200,M00201,M00206,M00207,M00491,M00602,M00605,M00606",-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.1,-,-,"ABC_tran,TOBE,TOBE_2"
HANIFL_01365,176280.SE_1107,2.39E-226,624,"COG4209@1|root,COG4209@2|Bacteria,1TP33@1239|Firmicutes,4HATZ@91061|Bacilli,4GYVC@90964|Staphylococcaceae",91061|Bacilli,P,Binding-protein-dependent transport system inner membrane component,-,-,-,ko:K17319,"ko02010,map02010",M00603,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.1.29,3.A.1.1.9",-,-,BPD_transp_1
HANIFL_01370,176280.SE_1106,0,1128,"COG1653@1|root,COG1653@2|Bacteria,1TTUY@1239|Firmicutes,4IE5Y@91061|Bacilli,4GYRH@90964|Staphylococcaceae",91061|Bacilli,G,Bacterial extracellular solute-binding protein,-,-,-,ko:K17318,"ko02010,map02010",M00603,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.1.29,3.A.1.1.9",-,-,SBP_bac_1
HANIFL_01375,176280.SE_1105,7.62E-198,550,"COG0395@1|root,COG0395@2|Bacteria,1TP14@1239|Firmicutes,4HEPX@91061|Bacilli,4H1QD@90964|Staphylococcaceae",91061|Bacilli,G,Binding-protein-dependent transport system inner membrane component,-,-,-,ko:K17320,"ko02010,map02010",M00603,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.1.29,3.A.1.1.9",-,-,BPD_transp_1
HANIFL_01380,176280.SE_1104,4.59E-216,595,"COG1409@1|root,COG1409@2|Bacteria,1U2MN@1239|Firmicutes,4HB87@91061|Bacilli,4GYNF@90964|Staphylococcaceae",91061|Bacilli,S,Calcineurin-like phosphoesterase,-,-,-,-,-,-,-,-,-,-,-,-,Metallophos
HANIFL_01385,176280.SE_1103,3.19E-300,821,"COG0534@1|root,COG0534@2|Bacteria,1TQMT@1239|Firmicutes,4H9Y2@91061|Bacilli,4GYK8@90964|Staphylococcaceae",91061|Bacilli,V,MatE,-,-,-,-,-,-,-,-,-,-,-,-,MatE
HANIFL_01390,176280.SE_1102,1.24E-160,452,"COG1349@1|root,COG1349@2|Bacteria,1V1V2@1239|Firmicutes,4HERW@91061|Bacilli,4GY9A@90964|Staphylococcaceae",91061|Bacilli,K,DeoR C terminal sensor domain,srlR,-,-,-,-,-,-,-,-,-,-,-,"DeoRC,HTH_DeoR"
HANIFL_01400,176280.SE_1100,2.06E-157,441,"COG0745@1|root,COG0745@2|Bacteria,1TS81@1239|Firmicutes,4H9NE@91061|Bacilli,4GX3G@90964|Staphylococcaceae",91061|Bacilli,K,response regulator ArlR,arlR,-,-,ko:K18941,"ko02020,map02020","M00716,M00717",-,-,"ko00000,ko00001,ko00002,ko02022",-,-,-,"Response_reg,Trans_reg_C"
HANIFL_01405,176280.SE_1099,0,877,"COG5002@1|root,COG5002@2|Bacteria,1TPSK@1239|Firmicutes,4HAH5@91061|Bacilli,4GX2D@90964|Staphylococcaceae",91061|Bacilli,T,Member of the two-component regulatory system ArlS ArlR. ArlS probably functions as a sensor protein kinase which is autophosphorylated at a histidine residue and transfers its phosphate group to ArlR (By similarity),arlS,"GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901564",2.7.13.3,ko:K18940,"ko02020,map02020","M00716,M00717",-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko02022",-,-,-,"HAMP,HATPase_c,HisKA"
HANIFL_01410,176280.SE_1097,0,1863,"COG0567@1|root,COG0567@2|Bacteria,1TRDW@1239|Firmicutes,4HAUI@91061|Bacilli,4GX6W@90964|Staphylococcaceae",91061|Bacilli,C,"The 2-oxoglutarate dehydrogenase complex catalyzes the overall conversion of 2-oxoglutarate to succinyl-CoA and CO(2). It contains multiple copies of three enzymatic components 2- oxoglutarate dehydrogenase (E1), dihydrolipoamide succinyltransferase (E2) and lipoamide dehydrogenase (E3)",odhA,"GO:0003674,GO:0003824,GO:0004591,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016491,GO:0016624,GO:0016903,GO:0016999,GO:0017144,GO:0019752,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045239,GO:0045240,GO:0045252,GO:0045333,GO:0055114,GO:0071704,GO:0072350,GO:1902494,GO:1990204,GO:1990234",1.2.4.2,ko:K00164,"ko00020,ko00310,ko00380,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map00380,map01100,map01110,map01120,map01130,map01200","M00009,M00011,M00032","R00621,R01933,R01940,R03316,R08549","RC00004,RC00027,RC00627,RC02743,RC02833,RC02883","br01601,ko00000,ko00001,ko00002,ko01000",-,-,-,"2-oxogl_dehyd_N,E1_dh,OxoGdeHyase_C,Transket_pyr"
HANIFL_01415,176279.SERP0985,5.64E-235,654,"COG0508@1|root,COG0508@2|Bacteria,1TP3C@1239|Firmicutes,4HBVM@91061|Bacilli,4GXN6@90964|Staphylococcaceae",91061|Bacilli,C,The 2-oxoglutarate dehydrogenase complex catalyzes the overall conversion of 2-oxoglutarate to succinyl-CoA and CO(2),odhB,-,2.3.1.61,ko:K00658,"ko00020,ko00310,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map01100,map01110,map01120,map01130,map01200","M00009,M00011,M00032","R02570,R02571,R08549","RC00004,RC02727,RC02833","br01601,ko00000,ko00001,ko00002,ko01000",-,-,-,"2-oxoacid_dh,Biotin_lipoyl,E3_binding"
HANIFL_01420,176279.SERP0982,3.72E-29,104,"29UQA@1|root,30G22@2|Bacteria,1TY49@1239|Firmicutes,4I77E@91061|Bacilli,4H04F@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HANIFL_01425,176280.SE_1094,6.41E-195,540,"COG0346@1|root,COG0346@2|Bacteria,1VX4T@1239|Firmicutes,4HXHP@91061|Bacilli,4GX7Y@90964|Staphylococcaceae",91061|Bacilli,E,Lactoylglutathione lyase,-,-,-,ko:K15975,-,-,-,-,ko00000,-,-,-,Glyoxalase
HANIFL_01430,176279.SERP0980,6.67E-43,139,"2E3WX@1|root,32YU3@2|Bacteria,1VFHJ@1239|Firmicutes,4HPQ5@91061|Bacilli,4GZK3@90964|Staphylococcaceae",91061|Bacilli,-,-,yozC,-,-,-,-,-,-,-,-,-,-,-,-
HANIFL_01435,176280.SE_1092,9.38E-185,514,"COG0714@1|root,COG0714@2|Bacteria,1TQJA@1239|Firmicutes,4HBG4@91061|Bacilli,4GXI0@90964|Staphylococcaceae",91061|Bacilli,S,ATPase activity,yojN,-,-,ko:K04748,-,-,R00294,RC02794,ko00000,3.D.4.10,-,-,"AAA_5,CbbQ_C"
HANIFL_01440,176280.SE_1091,0,1242,"COG4547@1|root,COG4547@2|Bacteria,1UHPC@1239|Firmicutes,4IS58@91061|Bacilli,4GWW5@90964|Staphylococcaceae",91061|Bacilli,H,Nitric oxide reductase activation protein,-,-,-,-,-,-,-,-,-,-,-,-,"CobT_C,VWA"
HANIFL_01445,176279.SERP0977,1.94E-304,832,"COG1114@1|root,COG1114@2|Bacteria,1TQIS@1239|Firmicutes,4HAKA@91061|Bacilli,4GY0Y@90964|Staphylococcaceae",91061|Bacilli,E,Component of the transport system for branched-chain amino acids,brnQ,"GO:0003333,GO:0003674,GO:0005215,GO:0005304,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015188,GO:0015190,GO:0015238,GO:0015318,GO:0015658,GO:0015711,GO:0015803,GO:0015804,GO:0015807,GO:0015818,GO:0015820,GO:0015829,GO:0015849,GO:0015893,GO:0016020,GO:0022857,GO:0034220,GO:0042221,GO:0042493,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902475,GO:1903785,GO:1903825,GO:1905039",-,ko:K03311,-,-,-,-,ko00000,2.A.26,-,-,Branch_AA_trans
HANIFL_01450,176280.SE_1089,1.87E-250,689,"COG3853@1|root,COG3853@2|Bacteria,1TQVX@1239|Firmicutes,4H9Z6@91061|Bacilli,4GX7C@90964|Staphylococcaceae",91061|Bacilli,P,Belongs to the TelA family,telA1,-,-,-,-,-,-,-,-,-,-,-,TelA
HANIFL_01455,176280.SE_1088,8.36E-138,390,"COG4915@1|root,COG4915@2|Bacteria,1V5B1@1239|Firmicutes,4HK1D@91061|Bacilli,4GYB8@90964|Staphylococcaceae",91061|Bacilli,S,5-bromo-4-chloroindolyl phosphate hydrolysis protein,xpaC,-,-,-,-,-,-,-,-,-,-,-,Halogen_Hydrol
HANIFL_01460,176279.SERP0974,5.00E-57,177,"COG1254@1|root,COG1254@2|Bacteria,1VEM9@1239|Firmicutes,4HNN7@91061|Bacilli,4GZNP@90964|Staphylococcaceae",91061|Bacilli,C,Belongs to the acylphosphatase family,acyP,"GO:0003674,GO:0003824,GO:0003998,GO:0016787,GO:0016817,GO:0016818",3.6.1.7,ko:K01512,"ko00620,ko00627,ko01120,map00620,map00627,map01120",-,"R00317,R01421,R01515",RC00043,"ko00000,ko00001,ko01000",-,-,iSB619.SA_RS07020,Acylphosphatase
HANIFL_01465,176279.SERP0973,7.36E-74,220,"COG4699@1|root,COG4699@2|Bacteria,1VG4M@1239|Firmicutes,4HNPP@91061|Bacilli,4GZCC@90964|Staphylococcaceae",91061|Bacilli,S,Protein of unknown function (DUF1033),-,-,-,-,-,-,-,-,-,-,-,-,DUF1033
HANIFL_01470,1220551.SCHR_03890,2.09E-41,135,"COG1278@1|root,COG1278@2|Bacteria,1VEE0@1239|Firmicutes,4HNJC@91061|Bacilli,4GZPY@90964|Staphylococcaceae",91061|Bacilli,K,Cold shock protein CspA,cspA,-,-,ko:K03704,-,-,-,-,"ko00000,ko03000",-,-,-,CSD
HANIFL_01480,176280.SE_1082,1.77E-204,566,"COG1131@1|root,COG1131@2|Bacteria,1TPBQ@1239|Firmicutes,4HEPD@91061|Bacilli,4GZ50@90964|Staphylococcaceae",91061|Bacilli,V,ABC transporter,-,-,-,ko:K01990,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC_tran
