1AA1C_Z07_32_15YB_C832,1AA1N_Z07_74_15YB_G274,1AA3C_23YAS86,1AA3C_23YAS89,1AA3C_23YAS90,1AA3C_23YAS93,1AA3C_23YAS94,1AA4F_Z02_40_15YD_B440,1AA4F_Z03_94_16YA_A1094,1AA4K_Z02_81_15YD_E981,1AA4K_Z02_85_15YD_F185,1AA4K_Z02_88_15YD_F488,1AA4K_Z02_89_15YD_F589,1AA4N_Z02_71_15YD_D1171,1PA1K_28JA11,1PA1K_28JA17,1PA1K_28JA8,1PA1N_28JA36,1PA1N_28JB33,1PA1N_28JB60,1PA1N_28JB9,1PA2C_11JES51,1PA2C_11JES65,1PA2N_11JES24,1PA2N_11JES89,1PA4C_22YD91,1PA4F_22YD31,1PA4F_22YD37,1PA4F_22YD41,1PA4N_22YD54,1PB2F_Z08_47_24JA_D1147,1PB2F_Z08_49_24JA_E149,1PB2N_24JB27,1PB2N_Z08_44_24JA_D844,1PB3C_23YAC20,1PB3C_8YDS67,1PB3C_8YDS76,1PB3C_8YDS80,1PB3C_8YDS88,1PB3C_8YDS92,1PB3C_8YDS93,1PB3F_Z02_11_15YC_A1111,1PB3F_Z02_13_15YC_B113,1PB3F_Z02_3_15YC_A33,1PB3N_8YDS52,2AA1C_28JA46,2AA1C_28JA47,2AA1C_28JA61,2AA1C_28JA67,2AA3C_23YBC2,2AA3C_9YD74,2AA3C_9YD76,2AA3F_23YBC48,2AA3K_23YBC15,2AA3K_9YD62,2AA3N_8YCS7,2PA1C_11JCS80,2PA1C_11JCS83,2PA3C_15YE37,2PA3C_15YE41,2PA3C_15YE51,2PA3C_15YE61,2PA3C_15YE81,2PA3C_15YE82,2PA3N_15YE35,2PA3N_Z05_63_16YB_H763,2PB1C_Z08_6_24JA_A66,2PB1F_Z08_17_24JA_B517,2PB1K_Z08_8_24JA_A88,2PB1N_24JB79,2PB1N_24JB86,2PB1N_24JB88,2PB1N_24JB91,3AB2K_11JDS35,4AA1F_X1337,4AA1F_X1346,4AA1F_X1348,4AA1F_X1349,4AA1F_X1479,4AA1N_X1625,4AA1N_X1628,4AB1K_X1657,4AB1N_X1385,4AB1N_X1413,5AA3C_Z01_65_9YE_A565,5AA3C_Z01_75_9YE_B375,5AB3F_Z08_28_24JA_C428,5PA1C_11JBS66,5PA1C_11JBS88,5PA1C_11JBS92,5PA1C_11JBS94,5PA1C_11JBS95,5PA1F_11JBS16,5PA1F_11JBS18,5PA1F_11JBS3,5PA1N_11JBS56,5PA1N_11JBS61,5PB3C_22YC81,5PB3C_22YC83,5PB3C_22YC85,5PB3C_22YC90,5PB3F_22YC16,5PB3K_24YB54,5PB3K_24YB64,5PB3N_22YC31,7AA1C_28JC11,7AA1C_28JC2,7AA1C_28JC6,7AA1C_X1493,7AA1F_28JC33,7AA1F_28JC36,7AA1N_28JC39,7AA4C_23YAC39,7AA4C_9YB71,7AA4C_9YB82,7AA4C_Z07_48_8YBS_F1248,7AA4F_Z04_59_8YBS_A259,7AA4N_Z04_67_8YBS_C767,7AB4C_22YB68,7AB4N_22YB3,7AB4N_22YB4,7PA1C_28JC68,7PA1C_28JC84,7PA1F_28JC58,7PA1F_28JC59,7PA1K_28JC60,7PA1K_28JC61,7PA1K_28JC65,7PB4C_Z08_86_15YA_H286,8AA4C_22YB37,8AA4F_24YC6,8AA4K_22YB76,8AA4K_24YC42,8AA4K_Z06_17_16YD_C517,8AB1C_25YH90,8AB1F_25YH17,8AB1F_25YH4,8AB1K_25YH62,8AB1K_25YH71,8AB3K_24YA57,8AB4C_23YAS12,8AB4C_23YAS16,8AB4C_23YAS51,8AB4C_25YA77,8AB4F_25YA19,8AB4N_23YAS25,8AC1C_25YC8,8AC1N_25YC3,8AC4C_8YAS89,8AC4K_9YC54,8AC4K_Z03_15_23YCC_D315,8AC4N_23YBC88,8PA3K_25YE63,8PB1C_25YC36,8PB1C_25YC52,8PB1C_25YC53,8PB1K_25YC40,8PB3F_23YCS6,8PB4N_25YD28
96.68206,96.645996,99.248215,96.819305,99.252975,96.731918,96.768127,96.798859,96.667938,96.7696,96.723511,96.719406,96.554916,96.760277,79.617493,98.401962,79.693588,96.597015,96.508598,96.692932,96.608948,80.081261,96.750175,96.774185,96.679558,96.724762,99.271103,96.738976,96.647354,96.75618,96.512848,98.398697,96.798759,96.501556,96.734299,96.566925,96.627243,96.715118,96.719009,96.761696,96.727478,0,0,0,96.722031,96.708954,96.725624,96.614822,96.813751,96.691879,96.708832,96.65451,96.766769,96.727539,96.5839,96.55838,96.724243,96.797531,98.392685,96.881721,98.448151,96.819016,96.788773,96.706665,98.143883,98.059082,78.858299,79.491135,0,96.698486,96.694473,96.596542,96.597168,79.433868,98.588013,96.853348,98.621048,96.860413,96.812569,96.914993,96.901917,96.752388,98.533073,98.473236,0,0,79.577049,96.773636,96.868019,96.763939,96.758339,96.756821,80.891251,96.857819,96.681229,96.644234,96.661163,96.746017,79.65329,96.688377,96.768127,96.698059,96.707443,80.935043,96.8517,96.645035,96.772568,96.755653,96.655609,79.980148,96.752785,0,96.83432,0,96.721451,96.863144,80.74675,96.880859,96.793213,96.737663,82.373001,96.732002,96.871307,96.636742,0,79.075592,79.506607,96.856567,86.337067,0,96.699005,0,0,0,99.945671,96.620934,96.626007,96.895981,96.616348,80.826683,96.801125,,,,,,,,,,,,,,,,,,
98.144775,99.834793,96.819931,99.449974,96.817154,98.167786,99.331154,99.806122,99.234787,99.295479,99.796021,99.346016,98.029251,99.408569,79.800308,97.688995,79.835098,99.826523,98.084496,99.227661,98.071487,80.107338,99.787315,99.819588,99.790382,99.428978,96.797729,99.80069,99.868515,99.794106,98.027245,97.683701,99.331139,98.02507,99.35112,99.465225,99.411568,99.293259,99.344398,99.281906,99.277901,0,0,0,99.269424,99.892426,99.372787,99.327164,99.372559,99.904648,99.892029,99.335846,99.926918,99.293289,98.097855,98.177643,99.911011,99.37384,97.690735,99.301277,97.708389,99.262497,99.402611,99.444275,97.117828,97.138474,78.874672,79.785316,0,99.469193,99.448471,98.144501,98.060959,79.527435,96.828842,99.184059,96.883652,99.337524,99.283089,99.378151,99.367935,99.871628,96.904877,96.917511,0,0,79.553604,99.775192,99.776749,99.788818,99.312408,99.342224,80.941559,99.783936,98.126144,98.096313,99.465439,99.269836,79.882584,99.779236,99.268814,99.786751,99.771286,80.862427,99.754425,99.330276,99.821091,99.848289,99.472351,79.840744,99.830696,0,99.383408,0,99.878616,99.427719,80.826073,99.472687,99.190018,99.216515,82.885468,99.854187,99.383392,99.416245,0,79.195877,79.878525,99.472824,96.836929,0,99.871078,0,0,0,96.882446,98.020073,98.03241,99.37175,98.05307,80.638229,99.375412,96.848534,,,,,,,,,,,,,,,,,
98.120888,99.106644,96.770493,99.18795,96.81266,98.08857,99.138336,99.074394,99.207809,99.448158,99.029213,99.275009,97.992294,99.188034,79.875168,97.563255,79.764961,99.065392,97.9664,99.293312,98.011124,80.016296,99.210144,99.170898,99.161423,99.310501,96.830124,99.213257,99.042595,99.106033,98.001801,97.648415,99.214058,97.979736,99.294327,99.163132,99.13414,99.261734,99.287415,99.297516,99.488129,0,0,0,99.468124,99.146492,99.213806,99.225571,99.216972,99.19944,99.201523,99.204453,99.181931,99.101372,98.111313,98.086365,99.162613,99.087654,97.52153,99.695663,97.555252,99.452454,99.020538,99.091888,97.118393,97.153,78.953415,79.746384,0,99.180023,99.169334,98.114426,98.042267,79.590927,96.857147,99.111404,96.828178,99.226746,99.264847,99.217667,99.247604,99.110229,96.878403,96.920753,0,0,79.776421,99.166328,99.204887,99.148834,99.194046,99.178635,80.821869,99.175499,98.030617,98.003143,99.117226,99.095718,79.930435,99.165085,99.126289,99.167267,99.205032,80.900177,99.225647,99.067932,99.257408,99.191055,99.182503,79.902702,99.182465,0,99.379562,0,99.228622,99.148804,80.718216,99.179718,99.193878,99.163528,82.791954,99.232071,99.330078,99.160912,0,79.107849,79.753403,99.142059,88.071228,0,99.181839,0,0,0,96.847427,97.969398,98.001526,99.230026,98.011543,80.813187,99.194992,96.844864,99.098953,,,,,,,,,,,,,,,,
98.121033,99.348404,96.754166,99.325699,96.828171,98.111656,99.406288,99.26136,99.387146,99.290611,99.277313,99.469696,98.030685,99.374039,79.72554,97.621933,79.873428,99.361938,98.062988,99.225624,98.030983,80.138596,99.499756,99.446411,99.494949,99.2854,96.861031,99.449692,99.304932,99.422272,98.054138,97.664597,99.297516,98.07634,99.351135,99.343826,99.326599,99.322273,99.356148,99.387863,99.273842,0,0,0,99.2966,99.378639,99.293663,99.332222,99.392838,99.404907,99.414024,99.344894,99.413742,99.357849,98.130295,98.137711,99.34877,99.351746,97.56842,99.248856,97.630501,99.290367,99.314484,99.283691,97.170654,97.148087,78.867889,79.920197,0,99.397095,99.411285,98.167503,98.069351,79.605576,96.886734,99.130615,96.935043,99.334084,99.211441,99.409172,99.40834,99.307404,96.918297,96.972595,0,0,79.49614,99.328377,99.362076,99.297272,99.366211,99.383621,80.838104,99.35675,98.040894,98.066116,99.268982,99.360413,79.823715,99.292389,99.420273,99.32106,99.295578,81.062187,99.374062,99.264183,99.345703,99.367737,99.313599,79.88044,99.385788,0,99.408913,0,99.430756,99.34111,80.792107,99.362556,99.248352,99.219528,82.98558,99.416206,99.39006,99.249962,0,78.99929,79.922043,99.371445,89.97728,0,99.363098,0,0,0,96.808853,98.059937,98.067398,99.441895,98.064224,80.829346,99.311478,96.801239,99.349068,99.280594,,,,,,,,,,,,,,,
98.133247,99.250267,96.968002,99.301941,96.972168,98.155899,99.581024,99.243088,99.490112,99.290588,99.223747,99.58046,98.101791,99.258354,79.71418,97.654449,79.810493,99.239136,98.117584,99.232147,98.080246,80.123856,99.326859,99.300674,99.316299,99.271271,96.963524,99.325882,99.242546,99.274513,98.088852,97.618195,99.363808,98.055252,99.279953,99.248276,99.250565,99.329163,99.332275,99.284225,99.25174,0,0,0,99.25676,99.264435,99.368973,99.38813,99.910706,99.336639,99.347198,99.349495,99.337036,99.900253,98.109955,98.143585,99.286453,99.187294,97.671249,99.243439,97.670166,99.239479,99.217804,99.198509,97.180038,97.106415,79.020546,79.699493,0,99.264862,99.317734,98.116272,98.047615,79.458977,96.880959,99.082565,96.852142,99.484558,99.201202,99.428421,99.421432,99.296753,96.86084,96.867905,0,0,79.334793,99.234879,99.342255,99.273102,99.388,99.425346,80.730446,99.352737,98.109222,98.075935,99.212326,99.34584,79.94313,99.276123,99.348907,99.259277,99.233261,80.778275,99.278107,99.228325,99.231766,99.272018,99.217392,79.794647,99.242096,0,99.408386,0,99.233719,99.430252,80.704865,99.436432,99.029457,99.041801,83.002037,99.237595,99.341362,99.265137,0,79.00441,79.959579,99.470947,92.038254,0,99.20166,0,0,0,96.865318,98.107864,98.076294,99.973465,98.073853,80.643478,99.416962,96.885193,99.377899,99.167725,99.429092,,,,,,,,,,,,,,
79.17775,79.401024,79.878387,79.365814,79.852669,79.212929,79.296616,79.548073,79.320801,79.176102,79.639023,79.286926,79.055893,79.334839,79.566605,79.684906,79.499619,79.285149,79.070084,79.405586,79.213562,79.683876,79.302872,79.434265,79.427811,79.489349,79.63858,79.50119,79.417328,79.673508,79.114899,79.590668,79.529053,79.08033,79.519043,79.256599,79.153503,79.531296,79.47113,79.512085,79.223991,0,0,0,79.162064,79.347,79.563255,79.80294,79.77832,79.370544,79.356812,79.830544,79.348206,79.883072,79.301567,79.464111,79.279556,79.517372,79.400604,79.269127,79.415833,79.167221,79.426117,79.326004,79.387024,79.358154,78.925446,79.500305,0,79.21611,79.180725,79.284164,79.075706,79.320312,79.158325,79.212357,79.083313,79.32296,79.209976,79.29303,79.207062,79.220047,79.082092,79.224304,0,0,97.318604,79.394302,79.298737,79.40155,79.530273,79.494164,79.443207,79.397552,79.194931,79.195412,79.347855,79.443817,79.866325,79.305771,79.546799,79.403046,79.259209,79.408272,79.313553,79.399963,79.190933,79.200867,79.130669,79.653076,79.172424,0,79.462326,0,79.257645,79.810905,79.435257,79.628906,79.698395,79.62664,79.731857,79.310371,79.531868,79.314514,0,97.55925,79.645279,79.780937,88.259369,0,79.2771,0,0,0,79.093918,79.185455,79.099518,79.75708,79.118927,79.17775,79.568848,79.134491,79.282959,79.18483,79.369614,79.801361,,,,,,,,,,,,,
98.098999,99.854691,96.687973,99.382072,96.728722,98.098907,99.315598,99.756943,99.261475,99.299416,99.743233,99.356369,98.046448,99.403351,79.781128,97.631165,79.861694,99.813217,98.060226,99.207825,97.985016,80.042099,99.788795,99.737579,99.739655,99.468369,96.772896,99.76339,99.864906,99.763344,98.030106,97.624374,99.341766,98.028824,99.347778,99.373093,99.372589,99.341675,99.366531,99.3452,99.292068,0,0,0,99.312874,99.862152,99.331345,99.353729,99.356613,99.911224,99.911133,99.349854,99.906097,99.256607,98.111313,98.080704,99.898163,99.360199,97.611053,99.276222,97.65593,99.228432,99.347099,99.383453,97.056015,97.122055,79.022583,79.765968,0,99.395294,99.388435,98.110855,98.034538,79.470459,96.760162,99.245781,96.783821,99.356964,99.322266,99.38295,99.403885,99.865692,96.827393,96.843979,0,0,79.519394,99.773895,99.792671,99.775925,99.284195,99.303375,80.739723,99.728088,98.121475,98.09761,99.432541,99.266922,79.885864,99.774727,99.241638,99.748306,99.781448,80.772903,99.720787,99.24633,99.86322,99.877701,99.438019,79.759903,99.869812,0,99.391106,0,99.870674,99.444122,80.733871,99.464783,99.182098,99.150497,82.867218,99.826126,99.402687,99.438042,0,79.057579,79.906052,99.434761,94.594887,0,99.884125,0,0,0,96.853302,97.995186,97.989342,99.382141,97.988182,80.666824,99.325783,96.787949,99.950745,99.146355,99.388519,99.318451,79.852631,,,,,,,,,,,,
98.0858,99.829483,96.74205,99.357368,96.698685,98.040459,99.296478,99.704956,99.224747,99.256836,99.69986,99.378082,97.939796,99.359459,79.686356,97.538712,79.671112,99.828293,97.956032,99.149963,97.99585,79.929955,99.741684,99.70903,99.753265,99.35112,96.751083,99.736832,99.761734,99.576187,97.924507,97.526581,99.311264,98.016037,99.319458,99.200981,99.218414,99.254723,99.327484,99.343658,99.247253,0,0,0,99.249458,99.894531,99.37738,99.356064,99.279068,99.894058,99.87767,99.365601,99.923599,99.215576,98.159119,98.137955,99.806686,99.283646,97.534241,99.184662,97.563675,99.143532,99.216415,99.404251,97.017227,97.03186,78.935768,79.647385,0,99.325211,99.372398,98.128929,98.048325,79.611259,96.795853,99.218727,96.835327,99.355072,99.272827,99.369812,99.378151,99.791115,96.846039,96.852859,0,0,79.529282,99.735779,99.751999,99.74437,99.243752,99.223358,80.663345,99.760849,98.021835,98.049042,99.362976,99.265869,79.650055,99.707527,99.300598,99.69339,99.724854,80.749168,99.740723,99.239105,99.815933,99.818352,99.340118,79.806839,99.783455,0,99.411087,0,99.929314,99.198357,80.64193,99.257042,99.206253,99.234589,82.742401,99.862793,99.359787,99.291077,0,78.989998,79.644867,99.26976,82.255692,0,99.997337,0,0,0,96.739426,97.994431,97.992554,99.369766,97.99527,80.670166,99.3452,96.698578,99.855728,99.160797,99.337547,99.20311,79.295013,99.85247,,,,,,,,,,,
98.084366,99.829498,96.794266,99.389542,96.750931,98.035622,99.328445,99.734085,99.270195,99.300087,99.715424,99.394722,97.976753,99.40686,79.669403,97.580025,79.700577,99.787552,97.97934,99.168228,98.00145,79.937042,99.715691,99.708618,99.741714,99.35437,96.83139,99.728302,99.77829,99.613678,97.978943,97.531616,99.333145,98.023865,99.306931,99.236588,99.249863,99.236115,99.333832,99.319099,99.283279,0,0,0,99.28717,99.857956,99.399597,99.34697,99.278305,99.902596,99.872955,99.35041,99.916489,99.226654,98.208931,98.181793,99.823372,99.304031,97.614639,99.237473,97.618103,99.206375,99.285408,99.409081,97.070145,97.082436,78.832527,79.686615,0,99.364845,99.404739,98.18335,98.08725,79.602905,96.763748,99.264961,96.855453,99.381943,99.285721,99.41291,99.398636,99.816086,96.918716,96.871368,0,0,79.573166,99.717682,99.752655,99.737923,99.269928,99.21666,80.790558,99.754532,98.026596,98.035103,99.340134,99.293602,79.62619,99.657806,99.307083,99.666718,99.681458,80.838684,99.745605,99.282257,99.858414,99.870911,99.375847,79.836899,99.804886,0,99.471085,0,99.929337,99.230431,80.733322,99.261757,99.231827,99.238449,82.728043,99.878181,99.382202,99.350464,0,79.049271,79.666245,99.234833,88.19931,0,99.994843,0,0,0,96.785568,98.017822,98.010208,99.314468,98.017792,80.730827,99.37178,96.719841,99.884613,99.242767,99.374008,99.213921,79.297951,99.853165,99.992172,,,,,,,,,,
98.101128,99.808975,96.770157,99.368523,96.774109,98.012932,99.292519,99.692131,99.228485,99.259537,99.68322,99.379959,98.004135,99.435303,79.761703,97.666687,79.792938,99.784584,97.983299,99.336639,97.94548,80.171822,99.696198,99.738182,99.703308,99.425705,96.880432,99.712685,99.763321,99.583008,97.958534,97.699081,99.34446,98.03746,99.262711,99.237236,99.220436,99.22831,99.282532,99.26683,99.247559,0,0,0,99.234901,99.8573,99.363388,99.270523,99.302856,99.871284,99.841766,99.274948,99.889198,99.231125,98.128395,98.126434,99.780243,99.254227,97.74054,99.164688,97.72187,99.201828,99.207268,99.439743,97.051331,97.069168,78.817383,79.753983,0,99.369385,99.392723,98.133575,98.112091,79.711502,96.770493,99.204407,96.900017,99.322166,99.282623,99.337692,99.383659,99.808762,96.830154,96.799332,0,0,79.527626,99.675644,99.741074,99.689835,99.24437,99.186539,80.766357,99.744003,98.043503,98.003021,99.345078,99.219353,79.895294,99.689484,99.219345,99.674965,99.680733,80.96936,99.707985,99.319565,99.773209,99.789467,99.355385,79.898209,99.757195,0,99.419785,0,99.857933,99.279007,80.619644,99.272186,99.164505,99.142792,82.919693,99.830292,99.385544,99.29689,0,79.078278,79.865646,99.339188,87.753304,0,99.948334,0,0,0,96.748886,97.965462,97.932739,99.319839,97.937439,80.699295,99.27037,96.699905,99.859589,99.207756,99.376671,99.258163,79.427429,99.839401,99.961273,99.957054,,,,,,,,,
98.058243,99.857033,96.744522,99.40033,96.705002,98.018845,99.305267,99.724556,99.211655,99.247032,99.709442,99.376358,97.991096,99.381393,79.759247,97.522179,79.731583,99.79039,97.979355,99.126404,97.981934,79.96434,99.705185,99.701477,99.740501,99.342598,96.769531,99.734497,99.771904,99.600342,97.998581,97.522141,99.313072,98.051712,99.30162,99.262772,99.23822,99.266174,99.324898,99.278564,99.247658,0,0,0,99.247551,99.884048,99.396072,99.346222,99.285004,99.887917,99.867615,99.35672,99.904541,99.204041,98.163338,98.166443,99.820145,99.257393,97.569656,99.191666,97.551605,99.137665,99.207993,99.410217,97.036911,97.061386,78.763092,79.818604,0,99.361389,99.417542,98.122391,98.05867,79.71212,96.798431,99.229477,96.870255,99.393326,99.290985,99.35878,99.4086,99.810852,96.860077,96.863449,0,0,79.430702,99.723846,99.716217,99.748703,99.254578,99.206825,80.811821,99.73304,98.015259,98.055466,99.340012,99.274368,79.763245,99.68634,99.313705,99.703323,99.692856,80.838219,99.73172,99.255051,99.826965,99.835632,99.377777,79.943176,99.776108,0,99.452675,0,99.924484,99.25901,80.736542,99.267868,99.241409,99.226646,82.756821,99.878891,99.323967,99.307068,0,78.882622,79.776596,99.266815,87.753304,0,99.994217,0,0,0,96.73954,97.982948,97.975975,99.348755,97.963074,80.689186,99.367493,96.672272,99.900238,99.17485,99.366165,99.215256,79.264053,99.85585,99.992218,99.992371,99.962051,,,,,,,,
79.053375,79.17691,79.387283,79.032562,79.511154,78.97171,78.946533,79.149933,79.053802,78.933411,79.070099,78.952042,78.903397,79.028519,79.419189,79.330505,79.233864,79.17775,78.906387,79.12896,79.0019,79.543869,79.013,79.173454,79.219337,79.217216,79.269997,79.077614,79.146439,79.256172,78.952393,79.283493,79.432358,78.97876,79.196136,78.994148,78.900528,79.275925,79.160614,79.245575,78.977066,0,0,0,78.876015,79.180618,79.217911,79.247871,79.490585,79.183884,79.227936,79.245102,79.248398,79.507965,79.075012,79.195221,79.131966,79.217804,79.106117,79.118973,79.063759,79.011642,79.145767,79.088806,79.283348,79.196167,78.78907,79.257935,0,79.014877,78.964966,79.108963,78.842102,79.151566,79.057663,79.068962,78.99585,79.106781,79.054756,79.017883,78.937454,79.021667,79.009903,79.087631,0,0,97.404938,79.10247,79.058319,79.078369,79.215088,79.259674,79.442284,79.185165,78.89299,78.942703,79.031517,79.098328,79.480186,79.048157,79.203049,79.14801,79.072792,79.390854,79.047821,79.26503,79.150986,79.105087,78.970749,79.356918,79.068123,0,79.238831,0,79.219803,79.451904,79.371613,79.388458,79.399185,79.309029,79.352997,79.233566,79.349075,79.171265,0,97.620392,79.322098,79.466507,98.905083,0,79.072609,0,0,0,78.978127,78.932404,79.033699,79.619202,79.021523,79.309204,78.993416,78.922211,79.121437,79.074608,79.051819,79.381195,99.980576,79.125671,79.070702,79.128128,79.051483,79.087341,,,,,,,
79.561447,79.820526,79.921783,79.660873,79.952637,79.478912,79.637894,79.779373,79.638443,79.646866,79.831467,79.563431,79.389313,79.608444,98.915649,79.780647,98.911041,79.707642,79.385574,79.710754,79.579865,80.02565,79.766243,79.846466,79.817505,79.658249,79.861511,79.852379,79.718445,79.781616,79.403908,79.789284,79.559807,79.322189,80.025665,79.576752,79.593529,79.985489,79.934052,79.98526,79.630646,0,0,0,79.673325,79.752243,79.919434,79.980301,79.936066,79.74411,79.684616,79.964401,79.777374,80.004791,79.559891,79.641617,79.772186,79.81868,79.470284,79.853394,79.510834,79.765602,79.83699,79.790421,79.655457,79.537247,79.473984,99.068344,0,79.778687,79.860519,79.642471,79.512871,97.37249,79.690002,79.681137,79.563843,79.638123,79.562576,79.567078,79.573715,79.728851,79.49025,79.633759,0,0,79.131752,79.811722,79.670197,79.862068,79.857254,79.789604,79.614594,79.909416,79.394112,79.569183,79.774124,79.777313,98.800247,79.817886,79.723083,79.794464,79.87912,79.637314,79.836105,79.767288,79.745255,79.930603,79.764618,99.092979,79.8535,0,79.840668,0,79.709694,79.744064,79.865448,79.488564,79.959015,79.910866,98.962471,79.700867,79.907562,79.921814,0,79.140396,99.076523,79.79303,96.568954,0,79.847733,0,0,0,79.693207,79.50708,79.518684,79.778152,79.519936,79.662621,79.846535,79.719948,79.866997,79.833611,80.000671,79.887283,79.788483,80.004471,79.69812,79.715492,79.864594,79.919205,79.383507,,,,,,
98.1875,99.361038,96.784103,99.419815,96.863617,98.172653,99.414459,99.350006,99.422005,99.328545,99.358948,99.451981,98.062454,99.40657,79.499817,97.634491,79.581947,99.300903,98.145226,99.292206,98.14209,79.866974,99.378471,99.344887,99.352455,99.254478,96.773621,99.385468,99.308868,99.368118,98.091232,97.600761,99.443199,98.094833,99.46077,99.325424,99.322014,99.455154,99.458733,99.449165,99.362511,0,0,0,99.384239,99.355812,99.418129,99.490585,99.416122,99.386108,99.400513,99.450569,99.372169,99.397438,98.123161,98.099823,99.369019,99.264442,97.675446,99.350044,97.658119,99.333023,99.312378,99.301697,97.129852,97.127373,78.901283,79.509621,0,99.419006,99.417999,98.118774,98.059769,79.487717,96.774597,99.142334,96.823921,99.439392,99.28183,99.42765,99.409485,99.333054,96.919235,96.84671,0,0,79.325188,99.324234,99.410385,99.345901,99.423912,99.42305,80.644089,99.363182,98.156403,98.136307,99.336914,99.347809,79.572556,99.347267,99.314987,99.370041,99.366104,80.770142,99.399536,99.331863,99.373459,99.407364,99.268654,79.916,99.383667,0,99.500931,0,99.370064,99.4039,80.757263,99.459259,99.145752,99.180756,83.03598,99.405518,99.468643,99.302307,0,78.99086,79.834686,99.412491,88.229538,0,99.388763,0,0,0,96.75679,98.099632,98.132217,99.440704,98.099686,80.55394,99.529549,96.753662,99.379166,99.276398,99.485008,99.397705,80.008392,99.445358,99.381317,99.405769,99.385666,99.388077,79.030914,80.121689,,,,,
98.110764,99.353844,96.87027,99.443481,96.873764,98.139862,99.46151,99.377739,99.428543,99.329819,99.379181,99.48262,98.078445,99.439255,79.748642,97.638947,79.727425,99.334732,98.119812,99.26236,98.089783,79.977814,99.411804,99.358337,99.361313,99.199417,96.863312,99.369095,99.339645,99.36084,98.120117,97.611549,99.437386,98.097061,99.448059,99.324722,99.327141,99.464432,99.463257,99.451843,99.364075,0,0,0,99.341339,99.380508,99.420425,99.474152,99.427307,99.408699,99.395615,99.46067,99.430275,99.421021,98.157806,98.136902,99.391289,99.312302,97.685295,99.352417,97.674553,99.319656,99.339447,99.306717,97.153503,97.167862,78.880737,79.677246,0,99.422226,99.478523,98.145439,98.050873,79.646378,96.769485,99.140594,96.810974,99.420891,99.321487,99.414513,99.402969,99.395462,96.945999,96.84774,0,0,79.319023,99.331665,99.391052,99.356232,99.470184,99.486313,80.741142,99.377449,98.191765,98.169312,99.333405,99.351654,79.790939,99.374115,99.349854,99.37352,99.380936,80.857498,99.428413,99.372574,99.375351,99.420296,99.301849,79.899796,99.390137,0,99.532181,0,99.455757,99.392441,80.836777,99.435547,99.177124,99.196342,83.119469,99.446014,99.533646,99.326111,0,79.006393,79.943451,99.455383,87.791031,0,99.418961,0,0,0,96.774208,98.038803,98.079979,99.445953,98.039421,80.615417,99.52272,96.767242,99.374496,99.334129,99.462463,99.417839,80.173416,99.443268,99.405838,99.415497,99.394814,99.383972,79.167877,80.279343,99.985138,,,,
98.125137,99.350304,96.82225,99.428329,96.867889,98.12233,99.455978,99.347267,99.420044,99.305756,99.338226,99.488724,98.05864,99.392601,79.811172,97.633278,79.842484,99.318573,98.153557,99.275139,98.106934,79.926743,99.391937,99.351135,99.369637,99.241684,96.846649,99.365578,99.341103,99.368927,98.107376,97.645493,99.433655,98.089005,99.480843,99.31987,99.334511,99.49231,99.487762,99.463104,99.35453,0,0,0,99.38028,99.356117,99.405334,99.469925,99.410599,99.381638,99.396423,99.440033,99.383362,99.384521,98.144516,98.109421,99.348602,99.280136,97.6539,99.359131,97.65123,99.321548,99.308823,99.271866,97.157028,97.119705,78.852211,79.740158,0,99.419922,99.429108,98.180626,98.006958,79.648285,96.76812,99.136696,96.811066,99.42514,99.297264,99.421883,99.419754,99.348274,96.93013,96.890038,0,0,79.318703,99.307617,99.435432,99.327087,99.494003,99.503983,80.737152,99.357109,98.156555,98.118347,99.334869,99.276917,79.798828,99.330658,99.337708,99.331421,99.354965,80.823456,99.391388,99.340561,99.395798,99.43132,99.309731,80.008911,99.419456,0,99.545044,0,99.399307,99.415237,80.780449,99.431274,99.210243,99.214386,83.057007,99.424728,99.518127,99.294891,0,79.054329,79.939117,99.427078,85.307892,0,99.379684,0,0,0,96.75824,98.039459,98.080978,99.438286,98.043648,80.656631,99.523987,96.754715,99.362831,99.326553,99.487778,99.390511,80.200821,99.467178,99.370216,99.422951,99.37751,99.336716,79.134712,80.185898,99.972893,99.997101,,,
